"Story","Title","Result","Date","Stability","Duration (s)"
"Calculador de Preços e Prazos Nacionais por Endereco","Calculador de Preços e Prazos Nacionais por Endereco","FAILURE","2018-05-09T16:46:47.788-03:00[America/Sao_Paulo]","0.0","15.88"
