"Story","Title","Result","Date","Stability","Duration (s)"
"Calculador de Preços e Prazos Nacionais por Endereco","Calculador de Preços e Prazos Nacionais por Endereco","ERROR","2018-05-15T15:46:02.854-03:00[America/Sao_Paulo]","0.0","129.53"
