"Story","Title","Result","Date","Stability","Duration (s)"
"Calculador de Preços e Prazos Nacionais por Endereco","Calculador de Preços e Prazos Nacionais por Endereco","FAILURE","2018-05-15T16:48:07.823-03:00[America/Sao_Paulo]","0.0","23.94"
