"Story","Title","Result","Date","Stability","Duration (s)"
"Calculador de Preços e Prazos Nacionais por Endereco","Calculador de Preços e Prazos Nacionais por Endereco","SUCCESS","2018-05-11T15:19:53.867-03:00[America/Sao_Paulo]","0.0","35.13"
